iter	Logloss
664	0.1488432339
665	0.1488195244
666	0.1486758716
667	0.1482589877
668	0.1481886363
669	0.1480115313
670	0.1479659673
671	0.1478966477
672	0.1476293151
673	0.147409175
674	0.1472657893
675	0.1472606774
676	0.1471865717
677	0.1470865562
678	0.1468193492
679	0.1465536126
680	0.1463490224
681	0.1459128093
682	0.1457600939
683	0.1452770117
684	0.1451548837
685	0.1449731652
686	0.1447838144
687	0.1447068641
688	0.1444995189
689	0.1443478309
690	0.1442588388
691	0.1439850791
692	0.1436982906
693	0.143438472
694	0.1431499004
695	0.1429686978
696	0.142812757
697	0.1427013983
698	0.1425416919
699	0.1423897201
700	0.1421910652
701	0.1420754999
702	0.1418413941
703	0.1417836179
704	0.1412945096
705	0.1408350676
706	0.1407727287
707	0.1406551128
708	0.1403323436
709	0.1400696456
710	0.139804111
711	0.1397969218
712	0.1397617751
713	0.1396833298
714	0.1392523936
715	0.1391714241
716	0.1389040715
717	0.1388195709
718	0.1387993625
719	0.1386816933
720	0.138513439
721	0.1384992683
722	0.1383950607
723	0.1380011256
724	0.1376423404
725	0.137491357
726	0.1372906285
727	0.1370096922
728	0.1369381197
729	0.1368476209
730	0.136838107
731	0.1367736466
732	0.1367456438
733	0.1366602591
734	0.1365083853
735	0.1364432448
736	0.1363446513
737	0.1360948284
738	0.1358815688
739	0.1356726952
740	0.1351575303
741	0.1350174864
742	0.134962336
743	0.1348747397
744	0.1346147829
745	0.1345074425
746	0.1343117665
747	0.1339707337
748	0.1336567514
749	0.133301845
750	0.132977515
751	0.1327602206
752	0.1323798335
753	0.1320194281
754	0.1319660568
755	0.13194992
756	0.1318264122
757	0.1318219314
758	0.1317475245
759	0.131523755
760	0.1314489202
761	0.131303202
762	0.131270694
763	0.131056646
764	0.1309224927
765	0.130756596
766	0.1306363836
767	0.1306030109
768	0.1304218748
769	0.1303448776
770	0.1300401206
771	0.1299720981
772	0.1299266213
773	0.1296155244
774	0.1295501123
775	0.1294501846
776	0.129359587
777	0.1291583789
778	0.1290613878
779	0.128917428
780	0.1288127471
781	0.128498014
782	0.1283521663
783	0.1281063563
784	0.1279876178
785	0.1279738535
786	0.1278755887
787	0.1278582625
788	0.1278187439
789	0.1275188854
790	0.1272360031
791	0.1269516543
792	0.1268658574
793	0.1267875155
794	0.1265531641
795	0.1263966909
796	0.1263172568
797	0.126288489
798	0.1262237697
799	0.1260555083
800	0.1258587993
801	0.1256954102
802	0.1256021977
803	0.1254851954
804	0.1253502021
805	0.1251897479
806	0.1251706213
807	0.1249677996
808	0.1249206477
809	0.1247556846
810	0.1246311622
811	0.1244000756
812	0.124179829
813	0.124170091
814	0.1239954389
815	0.1238422328
816	0.1238025014
817	0.1237862491
818	0.1236615299
819	0.1235960274
820	0.1234149234
821	0.1231354216
822	0.1229059621
823	0.1227446821
824	0.1225395812
825	0.1225384845
826	0.1224938775
827	0.1222700337
828	0.1221337557
829	0.122038235
830	0.1219841358
831	0.1219679489
832	0.1217264024
833	0.1215089426
834	0.1214903207
835	0.1212197194
836	0.1211669115
837	0.1210452365
838	0.1210326774
839	0.1206783041
840	0.1206656012
841	0.1205288993
842	0.120346595
843	0.1203350102
844	0.1201159169
845	0.1199682177
846	0.1197614318
847	0.1196319418
848	0.1196184147
849	0.1194687292
850	0.1193726586
851	0.1192031037
852	0.1191892021
853	0.1189797198
854	0.118970685
855	0.1188657293
856	0.1187956968
857	0.1187241188
858	0.1186697551
859	0.1185840325
860	0.1185649705
861	0.1182823708
862	0.1181381046
863	0.1180654456
864	0.1176728653
865	0.1175231899
866	0.1174450535
867	0.1174198671
868	0.1174107601
869	0.1173886285
870	0.1173412269
871	0.1172436969
872	0.1171357497
873	0.1169098192
874	0.1167751612
875	0.1166947525
876	0.1165174439
877	0.1163504164
878	0.1162988037
879	0.1162598314
880	0.1159910382
881	0.1159703361
882	0.1156887208
883	0.1155567316
884	0.1155509288
885	0.1154358727
886	0.1153807317
887	0.1151673018
888	0.1150276134
889	0.1150237612
890	0.1149353881
891	0.1148904302
892	0.1145833625
893	0.1144739591
894	0.1144345765
895	0.1143144817
896	0.114142626
897	0.1140378527
898	0.1139827512
899	0.1138414129
900	0.1138012458
901	0.1137784046
902	0.1137096674
903	0.1135963725
904	0.1134838169
905	0.1133800601
906	0.1133013866
907	0.1132400635
908	0.1129439654
909	0.1129073454
910	0.1128314135
911	0.1127249535
912	0.1127034929
913	0.1126914799
914	0.1126858925
915	0.1126678156
916	0.1126126237
917	0.1125688022
918	0.1125095588
919	0.1124869302
920	0.1123663438
921	0.1123342354
922	0.1123332778
923	0.1121764679
924	0.1119385345
925	0.1118722916
926	0.1118673027
927	0.1118034941
928	0.1117407752
929	0.1113687686
930	0.1112844235
931	0.1111827353
932	0.1109110417
933	0.1108466009
934	0.1107169832
935	0.1106334203
936	0.1105450632
937	0.1104644272
938	0.1104348489
939	0.1104058912
940	0.1101937207
941	0.1101456868
942	0.1099986053
943	0.1098853482
944	0.1094144374
945	0.1093798717
946	0.108906805
947	0.108892481
948	0.1087016314
949	0.1086670816
950	0.1085311589
951	0.1083504586
952	0.1082811134
953	0.1080103865
954	0.1078338067
955	0.1077763904
956	0.1075595151
957	0.107339225
958	0.1070942389
959	0.1070589649
960	0.1067068619
961	0.1066247976
962	0.1066126141
963	0.1065277386
964	0.1064434099
965	0.1064336426
966	0.1063460358
967	0.1061828129
968	0.1061567638
969	0.1060958275
970	0.1057634903
971	0.1054830649
972	0.1054147944
973	0.1053627971
974	0.1051358835
975	0.1051265925
976	0.1051045553
977	0.1050939685
978	0.1049761243
979	0.1048968652
980	0.1048311059
981	0.1045930771
982	0.1043891465
983	0.1043793031
984	0.1043477349
985	0.104304149
986	0.1041655142
987	0.1041554589
988	0.1041169688
989	0.1041083822
990	0.1040772966
991	0.104019875
992	0.1040028319
993	0.1039650108
994	0.1036797778
995	0.1036606368
996	0.1033113792
997	0.103207303
998	0.1029267279
999	0.1028949539
